loan_id,customer_id,borrower_name,age,employment_status,annual_income,credit_score,loan_type,loan_amount,interest_rate,loan_term_months,loan_status,disbursement_date,current_balance,monthly_payment
LN21631909,CUST265493,Pascal Winspear,56,Full-time,48560,695,Medical,12088,4.41,36,Late (16-30 days),2024-03-12,15966,633.57
LN25320066,CUST372394,Matthew Boutcher,22,Part-time,76877,555,Auto,49119,4.22,48,Active,2023-04-07,27384,670.98
LN30947389,CUST392411,Arabele Reckless,67,Full-time,131590,764,Business,53827,14.51,48,Default,2023-06-08,54319,1003.73
LN35716435,CUST866914,Golda Fussen,45,Part-time,113699,632,Business,33092,17.6,36,Late (31+ days),2023-09-29,30577,1470.25
LN20104584,CUST341326,Giulia Richfield,46,Unemployed,32379,630,Personal,48551,7.14,12,Default,2023-12-12,10062,704.47
LN27566467,CUST145708,Sheffield Chafney,60,Contract,83932,825,Home Improvement,18249,4.14,72,Default,2024-01-28,47265,865.38
LN74857690,CUST471524,Lief Gadesby,68,Contract,140573,626,Medical,32290,11.1,48,Active,2024-01-28,21336,1137.58
LN43719180,CUST657219,Kelby Conaghan,66,Full-time,49167,745,Auto,61322,10.4,12,Active,2024-07-05,47153,1036.97
LN25064142,CUST511817,Concettina Bene,32,Full-time,75820,768,Business,72459,18.53,24,Paid Off,2023-10-13,9084,553.34
LN14372846,CUST913128,Cortney Iffland,40,Unemployed,31965,604,Auto,37679,14.41,60,Late (31+ days),2024-07-09,28057,306.26
LN26211899,CUST863500,Ax Trowell,41,Part-time,68610,556,Personal,34158,6.59,12,Default,2024-01-27,55434,1089.86
LN63886445,CUST284202,Tarrance Dudney,59,Unemployed,78591,770,Debt Consolidation,8206,5.44,24,Current,2024-03-10,32229,1020.97
LN15459885,CUST733034,Eberto Bedding,32,Unemployed,92011,722,Medical,27508,8.39,36,Current,2023-04-22,27436,892.11
LN71969697,CUST924052,Horst Tweedlie,36,Self-employed,146766,571,Auto,67103,17.47,12,Active,2023-03-03,64432,1031.26
LN49934665,CUST321648,Jillane Pettyfer,27,Self-employed,71688,705,Auto,63195,18.04,36,Late (16-30 days),2023-12-09,51506,373.83
LN34770559,CUST774644,Jennifer McNulty,69,Contract,138509,734,Business,47976,11.29,72,Active,2024-06-22,59639,1302.03
LN22097656,CUST251028,Banky De Cruze,59,Part-time,141064,777,Home Improvement,5459,4.08,60,Paid Off,2023-01-25,54554,822.63
LN43756663,CUST305944,Loella Chantillon,60,Full-time,143287,648,Business,61865,8.11,48,Late (31+ days),2023-06-04,22406,1270.47
LN85222008,CUST935119,Aleece Jaume,30,Part-time,63468,741,Medical,12450,14.95,24,Current,2023-04-18,21379,539.53
LN79921785,CUST734114,Gustave Veschi,44,Contract,95436,678,Business,26525,4.2,36,Current,2024-01-21,26620,974.09
LN40708675,CUST239795,Beckie Fundell,68,Unemployed,30022,630,Business,12381,12.62,72,Paid Off,2023-11-09,14712,582.53
LN80834339,CUST102251,Annie Bacher,64,Self-employed,53351,679,Home Improvement,35651,11.89,60,Default,2024-01-20,14481,698.9
LN77721556,CUST449581,Leonard Cundict,61,Part-time,100452,554,Debt Consolidation,33270,17.23,36,Late (16-30 days),2023-05-07,19588,1286.17
LN37509575,CUST600637,Yolanthe McLucas,59,Contract,38985,731,Personal,62129,11.37,36,Default,2023-02-18,44882,750.74
LN56852329,CUST769030,Luciano Cheine,56,Self-employed,38135,836,Medical,73574,6.7,24,Paid Off,2024-07-02,38144,1011.25
LN60797593,CUST879238,Dukie Claricoats,64,Full-time,127097,557,Debt Consolidation,65080,12.01,60,Paid Off,2024-06-29,47713,1232.63
LN53076291,CUST308899,Perla Chesterton,32,Unemployed,146499,707,Personal,43704,17.67,12,Current,2023-08-04,62929,902.03
LN59248181,CUST227929,Alfons Ackred,35,Part-time,120428,799,Auto,60736,10.3,72,Paid Off,2023-06-17,13515,746.3
LN63977140,CUST635840,Thebault Gallandre,63,Full-time,133120,655,Business,49123,4.98,72,Paid Off,2023-03-12,38936,427.72
LN31681110,CUST854715,Cathee Carwithim,63,Part-time,35929,606,Debt Consolidation,50480,14.89,72,Active,2024-05-01,11526,1372.43
LN50604484,CUST486990,Nehemiah Bountiff,34,Contract,135506,783,Home Improvement,24358,14.86,60,Late (31+ days),2023-04-12,52741,396.98
LN84144703,CUST740279,Kippy Meggison,60,Full-time,88936,707,Personal,14414,7.16,36,Late (16-30 days),2023-01-08,34657,1454.04
LN87536470,CUST220740,Alleen Hue,25,Self-employed,58441,628,Business,46912,10.05,72,Late (31+ days),2024-02-10,57044,1036.13
LN35650255,CUST543845,Marv De Anesy,39,Part-time,66851,554,Business,50998,6.13,24,Active,2024-03-29,52193,1476.27
LN78803297,CUST205278,Kenna Bernardoux,56,Contract,128619,783,Personal,16645,16.33,72,Current,2023-02-20,17317,831.53
LN53701248,CUST754326,Merilee Lembcke,53,Self-employed,33749,659,Personal,40201,14.17,36,Default,2023-02-23,5531,653.26
LN63696575,CUST793251,Rozanne Buffham,27,Contract,115339,823,Debt Consolidation,30385,12.02,24,Late (16-30 days),2024-03-08,8015,1286.02
LN39396911,CUST799688,Murielle Burchess,65,Contract,138667,587,Auto,33580,18.76,72,Current,2023-07-19,9676,1128.5
LN75268240,CUST624208,Angelique Northidge,34,Unemployed,121068,555,Home Improvement,41214,4.59,60,Paid Off,2023-11-23,16783,163.44
LN10778061,CUST356408,Daffi Timblett,63,Full-time,148654,682,Business,22591,6.99,24,Default,2023-12-09,59839,763.05
LN83072161,CUST917178,Piper Galway,66,Self-employed,40743,810,Personal,60140,16.49,72,Current,2024-04-27,7538,474.32
LN75364258,CUST895860,Delmor Nenci,48,Contract,113455,632,Business,34244,9.5,60,Current,2023-07-27,3693,502.63
LN84055553,CUST259047,Adams Bellelli,57,Self-employed,76836,843,Debt Consolidation,23403,8.3,12,Default,2023-06-14,27295,1468.36
LN65348458,CUST266866,Trix Bengall,61,Contract,91432,594,Debt Consolidation,12565,10.25,12,Late (31+ days),2024-01-22,9662,408.38
LN62471673,CUST320668,Arliene Hallatt,45,Full-time,59274,807,Personal,63193,18.44,60,Active,2024-07-06,32296,1425.43
LN15834963,CUST670582,Shanda Gostling,23,Part-time,50280,630,Auto,14210,13.87,72,Active,2023-11-01,27789,742.59
LN47241762,CUST876908,D'arcy Cabera,51,Full-time,43597,606,Auto,14285,4.04,60,Default,2024-07-01,28109,1243.13
LN68529129,CUST234704,Therese Richly,31,Full-time,72844,704,Home Improvement,31855,9.04,36,Active,2023-08-24,46305,665.13
LN91291457,CUST170276,Forester Owthwaite,43,Self-employed,117599,635,Debt Consolidation,43873,6.85,48,Late (16-30 days),2023-06-19,37149,603.86
LN15352372,CUST190526,Jerad Klazenga,41,Contract,114387,616,Business,59647,6.63,36,Current,2024-05-21,58196,347.67
LN45695344,CUST404360,Ange Sirman,44,Self-employed,78331,643,Auto,26293,17.34,48,Paid Off,2024-07-11,65619,838.15
LN65875192,CUST962088,Micah Gannicleff,63,Unemployed,51179,710,Personal,9760,5.54,48,Active,2024-04-30,31840,629.42
LN80212470,CUST933795,Alix Vaan,21,Part-time,59683,718,Debt Consolidation,46077,17.77,60,Paid Off,2023-08-29,20705,929.23
LN60360911,CUST833271,Valentine Lintill,36,Unemployed,30929,581,Debt Consolidation,73984,8.06,60,Active,2023-05-10,69489,1424.02
LN77377632,CUST737472,Wendie Cromie,47,Full-time,86079,743,Debt Consolidation,48258,5.65,60,Default,2023-08-11,21287,813.71
LN90157658,CUST527046,Vachel Rummings,49,Full-time,137980,794,Debt Consolidation,23491,17.24,60,Late (16-30 days),2023-09-30,17496,843.97
LN59260271,CUST450996,Floris Otter,67,Full-time,130301,691,Debt Consolidation,22221,17.78,72,Late (31+ days),2024-06-08,8157,1312.0
LN31611550,CUST921048,Ivy Burdge,38,Contract,67260,608,Home Improvement,13868,13.73,48,Current,2024-01-06,54489,1120.49
LN17112494,CUST524693,Parsifal Pottell,37,Full-time,63603,743,Home Improvement,6816,18.87,48,Late (16-30 days),2024-02-11,23972,1088.39
LN68378005,CUST356519,Gabriel Harrison,70,Full-time,128279,717,Medical,22233,14.4,36,Active,2023-01-26,31416,1342.59
LN93658923,CUST416954,Judith Monelli,66,Full-time,67851,630,Auto,32459,16.07,72,Default,2023-04-01,30752,615.95
LN80379252,CUST901486,Jennette Cornehl,64,Self-employed,102751,791,Home Improvement,31282,13.79,60,Default,2024-07-11,20152,703.69
LN14960091,CUST165149,Grete Tinsey,46,Full-time,31821,806,Medical,44603,11.61,60,Late (31+ days),2024-05-29,32509,194.72
LN69076586,CUST529623,Pauly Richings,59,Unemployed,49981,564,Debt Consolidation,29725,18.61,24,Paid Off,2023-04-28,35158,1119.15
LN37550538,CUST978732,Emeline Sharratt,31,Contract,40495,657,Business,7179,13.56,12,Active,2023-10-30,17352,1381.1
LN22806151,CUST727600,Ginger Lynas,27,Full-time,127835,789,Auto,59156,13.35,36,Late (16-30 days),2024-01-24,10359,288.38
LN95659690,CUST531114,Danna Upstell,48,Self-employed,58879,846,Business,41935,16.72,36,Current,2023-08-01,18740,312.67
LN50079668,CUST128298,Ansley Santino,37,Part-time,135962,757,Medical,37941,5.02,36,Active,2023-12-03,5794,505.3
LN27204767,CUST657376,Carina Beedom,62,Unemployed,80546,642,Debt Consolidation,56543,4.23,36,Late (16-30 days),2023-01-31,61971,1282.56
LN76274539,CUST815932,Maggie Watmore,45,Part-time,40340,690,Medical,36177,13.95,72,Paid Off,2024-02-07,24473,291.26
LN87129203,CUST710488,Aristotle Custard,41,Contract,132736,672,Personal,5628,12.43,48,Active,2023-07-24,45316,1381.71
LN22388315,CUST592991,Angelika Cayford,51,Self-employed,134464,844,Medical,36589,5.1,12,Paid Off,2024-04-20,41451,389.8
LN70869242,CUST897635,Jareb Izak,53,Unemployed,47556,759,Personal,62339,7.87,36,Active,2023-08-12,36863,656.53
LN50379697,CUST585697,Aida Diment,46,Self-employed,112723,738,Home Improvement,40515,6.81,60,Late (16-30 days),2024-05-04,36692,963.88
LN32312972,CUST475892,Shea Harcase,49,Unemployed,79668,552,Home Improvement,20899,13.57,72,Active,2023-07-26,11329,1054.05
LN85529208,CUST725233,Delia Manford,66,Self-employed,125295,819,Home Improvement,17776,7.55,12,Current,2023-02-22,25986,410.12
LN49594462,CUST387792,Myrta Boyles,40,Self-employed,115470,662,Auto,32980,4.46,72,Late (31+ days),2023-08-18,13511,695.93
LN14542836,CUST945864,Ida Prettyjohn,60,Self-employed,138231,584,Business,55128,16.33,48,Late (16-30 days),2023-01-27,69583,758.75
LN92172798,CUST130524,Tatum Truckell,43,Full-time,107172,742,Business,16984,8.52,12,Active,2024-03-11,59537,1466.4
LN73208580,CUST636976,Myrtie Newling,65,Full-time,54217,628,Medical,60327,5.15,24,Late (16-30 days),2023-04-30,52227,656.99
LN46438504,CUST122753,Mandie Clowton,57,Contract,57902,703,Home Improvement,5021,10.51,36,Late (16-30 days),2024-07-26,44954,181.37
LN60946381,CUST503885,Layla Bletsor,42,Full-time,102703,801,Debt Consolidation,61314,7.89,72,Default,2023-11-15,39777,749.19
LN21071241,CUST100041,Beverley Kornilyev,70,Part-time,108892,745,Home Improvement,22459,11.87,60,Late (16-30 days),2024-03-06,18277,632.25
LN45912370,CUST588814,Bruno Bridgett,51,Contract,46338,806,Personal,51753,9.89,72,Active,2023-09-19,33458,1272.37
LN19457203,CUST614375,Doug Panting,51,Full-time,104150,769,Debt Consolidation,34719,16.77,24,Current,2024-01-26,51010,649.67
LN35638556,CUST986003,Minta Lochhead,40,Unemployed,42788,832,Business,72939,4.11,24,Late (16-30 days),2023-01-18,14452,525.21
LN92677655,CUST722671,Babette Gambell,65,Unemployed,96706,821,Personal,22370,18.07,24,Active,2023-09-09,40276,268.62
LN75248004,CUST481618,Kimberlee Brehat,32,Unemployed,83915,801,Debt Consolidation,9786,8.86,12,Paid Off,2024-07-23,2645,919.69
LN50860202,CUST540829,Jena Dugget,40,Unemployed,92604,791,Personal,24303,9.65,60,Paid Off,2023-10-06,18402,274.82
LN35689999,CUST190661,Bertie Haswell,63,Unemployed,140845,734,Business,20703,8.83,36,Default,2023-01-03,11472,633.56
LN38447973,CUST776862,Frannie Bohden,59,Unemployed,46057,603,Auto,16194,13.66,24,Active,2023-10-09,7831,892.49
LN77178793,CUST739997,Rog Seagood,39,Part-time,43250,694,Medical,73495,10.89,48,Late (16-30 days),2023-10-26,59469,1259.55
LN63825009,CUST769782,Marsh Baughan,41,Self-employed,81821,658,Auto,12054,5.77,36,Default,2023-11-06,9600,1227.07
LN99103426,CUST653595,Seward Liddell,36,Unemployed,80400,614,Medical,61620,12.13,12,Default,2024-05-26,69918,598.23
LN95029285,CUST369467,Earlie Serris,48,Part-time,113806,611,Personal,57048,12.26,24,Paid Off,2023-09-20,66015,987.84
LN32444871,CUST353814,Nonah Ivimey,51,Self-employed,63499,779,Personal,36322,8.95,24,Late (16-30 days),2023-08-08,64969,1336.1
LN89551723,CUST937364,Myer Emerine,63,Part-time,37491,735,Home Improvement,69238,16.81,36,Late (16-30 days),2023-10-10,69774,1270.58
LN63941974,CUST366779,Marylin Walduck,59,Full-time,141511,725,Business,57151,17.17,48,Late (16-30 days),2023-12-14,62771,1359.13
LN66228029,CUST186213,Roxana O'Kinneally,41,Self-employed,33241,741,Personal,40538,13.52,24,Active,2023-01-19,28114,433.79
LN69346563,CUST997868,Victoria Crosi,54,Contract,67057,662,Personal,13029,15.23,60,Late (16-30 days),2023-01-08,54988,1196.31
LN20852706,CUST243632,Wain Albury,53,Self-employed,43909,809,Personal,74289,13.22,36,Current,2024-04-14,42725,794.07
LN38222770,CUST246804,Sabine Durrant,26,Unemployed,36398,717,Business,37007,6.98,72,Current,2023-02-09,12962,855.11
LN63603226,CUST361749,Johannes Silcox,39,Full-time,80764,814,Home Improvement,15956,15.49,12,Late (16-30 days),2023-12-17,48217,210.77
LN97344132,CUST428827,Bentley Corsham,59,Contract,53009,807,Auto,55969,10.78,24,Late (31+ days),2023-02-01,15159,518.78
LN15343816,CUST790074,Austine Munnery,53,Part-time,106268,850,Debt Consolidation,31771,7.56,12,Late (31+ days),2023-01-03,48685,1372.27
LN23428701,CUST473971,Daria Torbet,52,Unemployed,87965,723,Auto,30701,18.54,48,Current,2024-03-02,20561,714.68
LN29179021,CUST632759,Rhodia Goodoune,34,Contract,121207,736,Business,21511,5.69,36,Late (31+ days),2024-02-18,7065,981.51
LN69106438,CUST424508,Gonzales Bloggett,70,Self-employed,129150,741,Personal,20772,14.58,36,Late (16-30 days),2024-06-14,63577,334.01
LN99755456,CUST534479,Josie Cockayne,58,Full-time,37007,558,Medical,34975,14.6,12,Late (31+ days),2024-05-29,8072,218.03
LN90000500,CUST750632,Jillana Acum,65,Self-employed,88624,665,Business,70953,12.65,24,Late (16-30 days),2023-11-23,63391,1273.76
LN31545804,CUST101630,Vassily Garbar,30,Self-employed,62257,595,Auto,47980,14.53,12,Active,2024-03-08,3058,228.51
LN47184333,CUST144775,Catharina Jeanneau,51,Part-time,128943,626,Business,39354,16.52,36,Late (31+ days),2024-03-16,6660,782.01
LN14873460,CUST258069,Wakefield Fosher,66,Contract,83021,717,Medical,12918,6.81,48,Current,2023-11-02,5079,672.28
LN62366277,CUST862911,Huntington Le Brom,39,Part-time,134696,657,Medical,37043,15.12,60,Late (16-30 days),2023-09-24,20827,1190.79
LN35515431,CUST540525,Bartie Simonsen,53,Unemployed,91902,643,Business,41569,9.78,36,Default,2023-11-22,67374,641.72
LN33907305,CUST600831,Tarrance Digan,41,Part-time,60921,609,Personal,47789,15.44,24,Late (16-30 days),2023-10-16,45593,216.66
LN69947555,CUST491793,Sula Flann,57,Contract,140531,600,Debt Consolidation,57257,13.65,36,Active,2023-01-07,44740,1157.14
LN79977456,CUST227883,Pieter Ramsbottom,62,Self-employed,118496,717,Medical,69013,14.61,72,Default,2024-05-28,350,762.99
LN22890214,CUST904672,Goldia Huntress,36,Full-time,88718,819,Medical,67306,15.23,36,Paid Off,2024-01-27,40998,1354.07
LN17852608,CUST712387,Genevieve Prawle,62,Unemployed,51657,732,Auto,52349,8.12,12,Default,2024-04-20,26066,526.01
LN28897597,CUST471667,Libby Ackrill,47,Self-employed,96390,699,Home Improvement,5788,5.56,48,Late (31+ days),2023-04-26,4043,1238.62
LN39078669,CUST608798,Dee dee Dutnell,57,Unemployed,112534,655,Personal,15998,5.55,48,Late (16-30 days),2024-02-11,20311,809.21
LN76329081,CUST185990,Claiborne Chinery,35,Full-time,96325,600,Debt Consolidation,53435,8.39,12,Active,2024-03-29,19968,587.46
LN95395098,CUST266714,Flo Pleasants,44,Contract,59969,845,Medical,9955,10.34,72,Late (31+ days),2024-04-20,29071,1031.68
LN19090394,CUST509001,Pat Emson,39,Self-employed,42427,631,Home Improvement,40994,13.14,72,Late (16-30 days),2024-05-11,36455,1168.97
LN70672959,CUST553323,Westleigh Thackray,59,Full-time,102193,692,Debt Consolidation,52594,18.09,12,Default,2023-07-27,8569,650.87
LN54556625,CUST495406,Shandy Balbeck,64,Contract,104837,612,Personal,69989,15.03,72,Late (16-30 days),2023-08-01,6969,1486.29
LN76337133,CUST103272,Griff Berzon,46,Contract,47652,770,Debt Consolidation,64063,16.4,72,Current,2023-06-30,47262,291.52
LN38656565,CUST506560,Estrella Daintree,34,Contract,88787,819,Medical,50908,8.81,60,Late (16-30 days),2024-03-21,38249,1160.58
LN58879375,CUST949075,Alexandrina Simeone,47,Self-employed,109042,583,Debt Consolidation,23640,8.23,36,Paid Off,2023-05-25,4701,853.66
LN67565047,CUST388166,Warde Bennit,38,Unemployed,142837,805,Debt Consolidation,56157,16.62,72,Paid Off,2023-02-25,30212,1411.29
LN99625740,CUST230920,Melania Sandry,55,Full-time,66967,655,Business,71994,16.1,72,Late (16-30 days),2023-12-01,5708,659.93
LN59065239,CUST353151,Ramonda Gross,32,Self-employed,116016,695,Auto,39188,12.4,36,Paid Off,2024-04-10,8866,470.52
LN53426297,CUST972354,Osborne Digance,45,Full-time,133786,744,Personal,59276,14.58,24,Late (31+ days),2023-01-21,50713,1483.5
LN92491902,CUST817006,Hale Coltart,42,Full-time,39364,647,Personal,70259,11.71,48,Late (31+ days),2023-03-19,44217,154.2
LN17855427,CUST811207,Corry MacAllester,29,Unemployed,91682,727,Home Improvement,49899,17.43,12,Late (31+ days),2023-12-07,50981,206.78
LN97466707,CUST279859,Caresse Jurgenson,37,Part-time,43478,731,Auto,16620,9.87,60,Active,2024-01-18,45190,754.14
LN72854112,CUST344867,Maddie De Brett,45,Unemployed,87274,745,Medical,65622,15.03,72,Paid Off,2023-06-09,49972,1492.83
LN40542621,CUST967360,Ara Possel,50,Full-time,62137,814,Business,24449,13.52,36,Late (31+ days),2023-01-02,61036,901.2
LN58799373,CUST252948,Isadora Ivashinnikov,43,Self-employed,56777,711,Business,8181,7.89,36,Active,2024-04-05,32352,563.63
LN98438120,CUST826516,Janina Philp,34,Full-time,87950,577,Medical,46521,18.45,36,Late (16-30 days),2023-01-14,50883,1305.27
LN95077520,CUST447776,Tootsie Killbey,45,Self-employed,105967,787,Business,45703,8.71,12,Late (16-30 days),2023-11-15,49727,1174.21
LN48817292,CUST704267,Hieronymus Duxbarry,55,Full-time,66914,765,Debt Consolidation,36485,17.15,72,Active,2024-07-27,19942,636.3
LN92689447,CUST179458,Kristal Timbrell,66,Full-time,106690,552,Medical,67714,7.89,36,Late (16-30 days),2023-02-23,7101,1064.36
LN44451624,CUST768257,Merrill Domsalla,69,Self-employed,42495,560,Auto,47572,4.22,60,Current,2023-04-21,46339,1249.45
LN81237412,CUST700144,Glenna Fishbourn,38,Full-time,52034,599,Debt Consolidation,23547,7.16,24,Active,2024-06-27,3852,1415.1
LN90239093,CUST515125,Meta Morecombe,57,Part-time,73366,586,Home Improvement,66367,8.46,24,Current,2023-03-05,12300,1345.92
LN59859337,CUST317718,Conant Grube,57,Self-employed,100204,580,Personal,51476,4.97,60,Paid Off,2023-09-16,20755,1024.02
LN25561820,CUST750228,Standford Cuttell,45,Unemployed,42662,677,Auto,57067,18.26,24,Late (16-30 days),2024-06-28,7771,363.49
LN79399889,CUST720314,Helli Quigley,31,Self-employed,37595,741,Business,51210,9.33,12,Default,2024-01-11,24060,557.98
LN15511136,CUST565932,Jemie Gainsburgh,23,Contract,35140,741,Home Improvement,44634,13.75,12,Active,2023-08-30,25674,257.38
LN97054215,CUST832163,Carmine Tolumello,50,Full-time,36563,727,Debt Consolidation,54253,8.25,36,Late (31+ days),2023-11-04,17924,1169.42
LN93022689,CUST240942,Allie Waddicor,40,Unemployed,94705,776,Auto,26028,6.41,72,Paid Off,2024-07-09,38703,530.78
LN80017402,CUST136608,Angil Locket,25,Contract,148287,837,Personal,21748,15.89,12,Current,2024-01-29,7320,747.23
LN49086899,CUST262642,Edie Castanaga,65,Contract,44045,767,Debt Consolidation,18918,13.66,24,Current,2024-06-29,34005,408.76
LN20969722,CUST822686,Milena Van Haeften,44,Contract,112082,760,Debt Consolidation,41401,12.53,60,Paid Off,2024-06-04,8929,495.73
LN74946261,CUST399738,Theresa Kleinsmuntz,49,Full-time,31675,795,Medical,63436,8.66,48,Default,2023-05-09,67005,370.42
LN33462327,CUST783773,Nan Sawl,62,Part-time,78443,810,Debt Consolidation,42472,15.96,12,Active,2024-01-04,66629,917.16
LN50584123,CUST273230,Harlene Quaif,46,Full-time,111068,641,Auto,34888,18.52,12,Paid Off,2023-05-08,19323,447.48
LN12546656,CUST311851,Jase Turfin,62,Part-time,113535,804,Business,43967,5.07,12,Paid Off,2024-06-21,58002,1103.57
LN17984414,CUST736376,Dorrie Luggar,66,Unemployed,68085,709,Debt Consolidation,9808,17.63,72,Current,2023-06-11,15775,1245.25
